,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,BR 0 ng,4111.3358735611,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,BR 0 ng,4051.74301878288,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,BR 0 ng,4127.5224539279,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,BR 0 ng,4179.19643200419,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,BR 200 ng,9930.40148617931,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,BR 200 ng,9942.8407999084,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,BR 200 ng,10206.7062344352,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,BR 200 ng,9956.85229604809,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,BR_WZM-1,4807.81482945768,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,BR_WZM-2,4970.5481274355,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,BR_WZM-3,4384.37782754062,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,BR_WZM-4,4775.66330230802,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,BR_WZM-5,4812.5484905934,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,BR_WZM-6,4643.88112368786,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,BR_WZM-7,4982.28922584328,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,BR_WZM-8,4687.11579703917,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,BR_WZM-9,4767.46055878581,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,BR_WZM-10,4363.53690363319,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,BR_WZM-11,4611.81756262154,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,BR_WZM-12,4518.90731586234,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,BR_WZM-13,4719.290227281,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,BR_WZM-14,4616.05631362028,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,BR_WZM-15,4615.57883878319,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,BR_WZM-16,4490.31174272401,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,BR_WZM-17,4769.94068269112,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,BR_WZM-18,4625.85771074406,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,BR_WZM-19,4261.15918522884,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,BR_WZM-20,4598.68604168605,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,BR_WZM-21,4734.79518175641,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,BR_WZM-22,4800.08010071498,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,BR_WZM-23,4734.58496034738,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,BR_WZM-24,4593.90965237802,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,BR_WZM-25,4349.53681680679,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,BR_WZM-26,4423.61750267513,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,BR_WZM-27,4472.74246187782,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,BR_WZM-28,4397.18842660299,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,BR_WZM-30,4564.56974376483,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,BR_WZM-29,4437.40164607704,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,BR_WZM-31,4531.98006946126,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,BR_WZM-32,4479.74831874453,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,BR_WZM-33,4355.69316607255,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,BR_WZM-34,4259.00415912767,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,BR_WZM-35,4739.18693758697,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,BR_WZM-36,4186.71485517987,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,BR_WZM-37,4278.75563005061,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,BR_WZM-38,4253.36268570168,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,BR_WZM-39,4386.32770812427,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,BR_WZM-40,4221.07364054861,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,BR_WZM-41,4580.25898938771,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,BR_WZM-42,4788.17012446744,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,BR_M NTC1 c2,3886.9674931534,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,BR_M NC2 c2,3880.1649796858,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,BR_Mre NTC1 c2,3829.02442890395,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,BR_Mre NC2 c2,3866.12285239962,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,BR_allre NTC1 c2,3858.52005445248,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,BR_allre NC2 c2,3955.92704843459,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,BR_redo M NC2 c2,3984.78930322784,,Unknown,Unassigned,False
