,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A05,SYBR,,Unkn,BR_WZJn-25,4186.78322868422,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,BR_WZJn-26,4475.23027843388,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,BR_WZJn-27,4243.19289599938,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,BR_WZJn-28,4275.60899386218,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,BR_WZJn-29,4298.15957646183,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,BR_WZJn-30,4455.71836513598,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,BR_WZJn-31,4671.57170247704,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,BR_WZJn-32,4264.55808533318,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,BR_WZJn-33,4279.67303530322,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,BR_WZJn-34,3969.23743520323,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,BR_WZJn-35,5000.2106205564,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,BR_WZJn-36,4880.07509678599,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,BR_WZJn-37,4004.37901366182,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,BR_WZJn-38,4018.46982745528,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,BR_WZJn-39,4122.91904051608,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,BR_WZJn-40,4288.4967655119,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,BR_WZJn-41,3990.15087950763,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,BR_WZJn-42,4019.50026610121,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,BR_WZJn-43,3962.03576577741,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,BR_WZJn-44,3783.61042572441,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,BR_WZJn-45,3932.70536059181,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,BR_WZJn-46,3863.99884834456,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,BR_WZJn-47,3964.04817193336,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,BR_WZJn-48,4091.60307665791,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,BR_Jn mock c2,4667.73877362312,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,BR_Jn NTC1 c2,3487.84109062084,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,BR_Jn NC2 c2,3458.23414226107,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,BR_NC ex c2,3469.66358173281,,Unknown,Unassigned,False
