,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,G04,SYBR,,Unkn,BR_WZJn-23,4328.60324043941,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,BR_WZJn-24,4201.99894585029,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,BR_WZJn-25,4151.95842658923,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,BR_WZJn-26,4458.16432234802,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,BR_WZJn-27,4251.30069880916,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,BR_WZJn-28,4208.63732815271,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,BR_WZJn-29,4255.5661063047,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,BR_WZJn-30,4416.16981912273,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,BR_WZJn-31,4636.16400430885,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,BR_WZJn-32,4212.98361820534,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,BR_WZJn-33,4271.35667259485,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,BR_WZJn-34,3955.29286135497,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,BR_WZJn-35,5002.06750554103,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,BR_WZJn-36,4948.50491242338,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,BR_WZJn-37,3993.39626577596,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,BR_WZJn-38,3958.22622002544,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,BR_WZJn-39,4073.51181575576,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,BR_WZJn-40,4224.2803753433,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,BR_WZJn-41,3967.55771464493,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,BR_WZJn-42,3991.007647702,,Unknown,Unassigned,False
,C07,SYBR,,Unkn,BR_WZJn-43,3917.84354254214,,Unknown,Unassigned,False
,D07,SYBR,,Unkn,BR_WZJn-44,3759.36160169839,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,BR_WZJn-45,3902.3223012424,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,BR_WZJn-46,3827.55092076885,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,BR_WZJn-47,3906.6280740494,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,BR_WZJn-48,4038.1211675595,,Unknown,Unassigned,False
,A08,SYBR,,Unkn,BR_Jn mock c2,4673.95049861411,,Unknown,Unassigned,False
,B08,SYBR,,Unkn,BR_Jn NTC1 c2,3443.88405508875,,Unknown,Unassigned,False
,C08,SYBR,,Unkn,BR_Jn NC2 c2,3410.85187456262,,Unknown,Unassigned,False
,D08,SYBR,,Unkn,BR_NC ex c2,3438.3171804899,,Unknown,Unassigned,False
