,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,BR 0 ng,3933.58072926293,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,BR 0 ng,3866.06252985454,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,BR 0 ng,3954.97500417599,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,BR 0 ng,3956.10447173611,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,BR 200 ng,10631.1049754529,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,BR 200 ng,10694.5731259116,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,BR 200 ng,10547.2353715044,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,BR 200 ng,10436.475396383,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,BR_WZJn-1,4432.19161871218,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,BR_WZJn-2,4698.23155847848,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,BR_WZJn-3,4537.49018520951,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,BR_WZJn-4,4290.62075554776,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,BR_WZJn-5,5069.39095713592,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,BR_WZJn-6,3963.90653544695,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,BR_WZJn-7,3961.81828672339,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,BR_WZJn-8,4041.92271730587,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,BR_WZJn-9,4022.92596412721,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,BR_WZJn-10,3839.09136140483,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,BR_WZJn-11,4636.94016838164,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,BR_WZJn-12,4503.11109163965,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,BR_WZJn-13,4641.11836472608,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,BR_WZJn-14,5717.05699885172,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,BR_WZJn-15,4703.4634773208,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,BR_WZJn-16,4806.99295726359,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,BR_WZJn-17,4486.43408388622,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,BR_WZJn-18,4254.51495938771,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,BR_WZJn-19,3982.79957968195,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,BR_WZJn-20,4351.99917027003,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,BR_WZJn-21,4363.77689042519,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,BR_WZJn-22,4255.3587065117,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,BR_WZJn-23,4421.16038694134,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,BR_WZJn-24,4298.48003609513,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,BR_WZJn-25,4394.18288486882,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,BR_WZJn-26,4518.07511807052,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,BR_WZJn-27,4274.74842360789,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,BR_WZJn-28,4335.59882871886,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,BR_WZJn-29,4359.74634840561,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,BR_WZJn-30,4503.69183664318,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,BR_WZJn-31,4666.38329514209,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,BR_WZJn-32,4350.82918590467,,Unknown,Unassigned,False
,A06,SYBR,,Unkn,BR_WZJn-33,4451.34737156053,,Unknown,Unassigned,False
,B06,SYBR,,Unkn,BR_WZJn-34,4044.93253032211,,Unknown,Unassigned,False
,C06,SYBR,,Unkn,BR_WZJn-35,4872.9622879382,,Unknown,Unassigned,False
,D06,SYBR,,Unkn,BR_WZJn-36,4782.95897176459,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,BR_WZJn-37,4071.43600345115,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,BR_WZJn-38,4088.26633264934,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,BR_WZJn-39,4170.36411422729,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,BR_WZJn-40,4346.58073426345,,Unknown,Unassigned,False
,A07,SYBR,,Unkn,BR_WZJn-41,4205.13980398948,,Unknown,Unassigned,False
,B07,SYBR,,Unkn,BR_WZJn-42,4116.01923154799,,Unknown,Unassigned,False
