,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,BR 0 ng,3373.85350714904,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,BR 0 ng,3419.76751080934,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,BR 0 ng,3463.44368676324,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,BR 0 ng,3472.49767659879,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,BR 200 ng,12041.7424411608,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,BR 200 ng,12110.6413771308,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,BR 200 ng,12081.3004757379,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,BR 200 ng,11843.4135044314,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,BR_WZJn-1,4158.88848027047,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,BR_WZJn-2,4654.59978700223,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,BR_WZJn-3,4361.24952498129,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,BR_WZJn-4,4078.57037987317,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,BR_WZJn-5,5031.89353483599,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,BR_WZJn-6,3618.72329846942,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,BR_WZJn-7,3649.5741888606,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,BR_WZJn-8,3781.28185620082,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,BR_WZJn-9,3669.04752874896,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,BR_WZJn-10,3599.06116041255,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,BR_WZJn-11,4624.9735686481,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,BR_WZJn-12,4377.44720622536,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,BR_WZJn-13,4570.68347450258,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,BR_WZJn-14,5880.99326610627,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,BR_WZJn-15,4654.9823564333,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,BR_WZJn-16,4766.16470406204,,Unknown,Unassigned,False
,A04,SYBR,,Unkn,BR_WZJn-17,4315.60507602838,,Unknown,Unassigned,False
,B04,SYBR,,Unkn,BR_WZJn-18,4176.03016687694,,Unknown,Unassigned,False
,C04,SYBR,,Unkn,BR_WZJn-19,3856.03562519192,,Unknown,Unassigned,False
,D04,SYBR,,Unkn,BR_WZJn-20,4325.75463086177,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,BR_WZJn-21,4264.15988545003,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,BR_WZJn-22,4146.77705423176,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,BR_WZJn-23,4348.83473876656,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,BR_WZJn-24,4238.61902003822,,Unknown,Unassigned,False
,A05,SYBR,,Unkn,BR_WZJn-25,4216.39679772067,,Unknown,Unassigned,False
,B05,SYBR,,Unkn,BR_WZJn-26,4479.84393180493,,Unknown,Unassigned,False
,C05,SYBR,,Unkn,BR_WZJn-27,4247.74548876911,,Unknown,Unassigned,False
,D05,SYBR,,Unkn,BR_WZJn-28,4295.63408059626,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,BR_WZJn-29,4315.84769331771,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,BR_WZJn-30,4467.93862928863,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,BR_WZJn-31,4691.15250961936,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,BR_WZJn-32,4289.06350039254,,Unknown,Unassigned,False
