,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Unkn,BR 0 ng,3909.5373332143,,Unknown,Unassigned,False
,B01,SYBR,,Unkn,BR 0 ng,3887.84067785401,,Unknown,Unassigned,False
,C01,SYBR,,Unkn,BR 0 ng,3954.59760988893,,Unknown,Unassigned,False
,D01,SYBR,,Unkn,BR 0 ng,3947.83386970964,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,BR 200 ng,10430.2054101178,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,BR 200 ng,10531.0183438292,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,BR 200 ng,10395.6385505609,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,BR 200 ng,10260.8309997651,,Unknown,Unassigned,False
,A02,SYBR,,Unkn,BR_WZJn-1,4429.08841521667,,Unknown,Unassigned,False
,B02,SYBR,,Unkn,BR_WZJn-2,4707.06659732451,,Unknown,Unassigned,False
,C02,SYBR,,Unkn,BR_WZJn-3,4546.53339377168,,Unknown,Unassigned,False
,D02,SYBR,,Unkn,BR_WZJn-4,4318.98447648363,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,BR_WZJn-5,5078.68585759826,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,BR_WZJn-6,4006.73359243956,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,BR_WZJn-7,4007.95700055993,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,BR_WZJn-8,4057.06192978094,,Unknown,Unassigned,False
,A03,SYBR,,Unkn,BR_WZJn-9,4036.8870546347,,Unknown,Unassigned,False
,B03,SYBR,,Unkn,BR_WZJn-10,3887.87190912024,,Unknown,Unassigned,False
,C03,SYBR,,Unkn,BR_WZJn-11,4635.95191929302,,Unknown,Unassigned,False
,D03,SYBR,,Unkn,BR_WZJn-12,4535.65437183708,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,BR_WZJn-13,4678.16027626556,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,BR_WZJn-14,5680.63903142948,,Unknown,Unassigned,False
